"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper","ss","sshal","sshal_se","sshal_lower","sshal_upper"
"result.1","1",0.686,0.635265455504141,0.220730524872929,0.2026336267532,1.06789728425508,0.654496648456015,0.193747774643201,0.274751010155341,1.03424228675669,0.493252654268208,0,0,0,0
"result.2","2",0.686,0.702665421492778,0.253592893809885,0.205623349625403,1.19970749336015,0.704113073893136,0.206092480869831,0.300171811388268,1.108054336398,0.447383777930164,0,0,0,0
"result.3","3",0.686,1.03992830040934,0.302566058324605,0.446898826093117,1.63295777472557,1.07881264739727,0.278116326981379,0.533704646513772,1.62392064828078,0.871730783515952,0,0,0,0
"result.4","4",0.686,0.659456115724238,0.20762783758152,0.252505554064459,1.06640667738402,0.689925548460229,0.196231719130584,0.305311378964285,1.07453971795617,0.583002481912625,0,0,0,0
"result.5","5",0.686,0.977253909269107,0.292602501286862,0.403753006746858,1.55075481179136,1.00297243274094,0.263833634519571,0.485858509082578,1.5200863563993,0.773158077249118,0,0,0,0
"result.6","6",0.686,0.706299253816766,0.25012034579731,0.216063376054039,1.19653513157949,0.740918492470014,0.231431423293388,0.287312902814973,1.19452408212505,0.582952517138589,0,0,0,0
"result.7","7",0.686,1.2870506191301,0.314763978285859,0.670113221689817,1.90398801657039,1.32049882548552,0.286963207076084,0.7580509396164,1.88294671135465,1.05981661152568,0,0,0,0
"result.8","8",0.686,0.552668441272687,0.204167779790606,0.1524995928831,0.952837289662274,0.553692731428339,0.164293087171427,0.231678280572342,0.875707182284335,0.34929431147697,0,0,0,0
"result.9","9",0.686,0.610752662112867,0.224418618143578,0.170892170551455,1.05061315367428,0.64250064893144,0.206765081540572,0.23724108911192,1.04776020875096,0.516870019750085,0,0,0,0
"result.10","10",0.686,0.516194544973925,0.237422203586415,0.0508470259445522,0.981542064003299,0.540334640765127,0.208593656934295,0.131491073173909,0.949178208356344,0.391516835715535,0,0,0,0
"result.11","11",0.686,0.779586906175666,0.246638999258673,0.296174467628668,1.26299934472266,0.810425110614991,0.223821549870611,0.371734872868594,1.24911534836139,0.63656388995297,0,0,0,0
