"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper","ss","sshal","sshal_se","sshal_lower","sshal_upper"
"result.1","1",0.686,0.735499359475478,0.025181033895554,0.686144533040193,0.784854185910764,0.736510619571729,0.0250540001119329,0.687404779352341,0.785616459791118,0.727812447349016,0,0,0,0
"result.2","2",0.686,0.699302940020579,0.0244531498632755,0.651374766288559,0.747231113752599,0.70151501108592,0.0242712290103209,0.653943402225691,0.749086619946149,0.689508444669766,0,0,0,0
"result.3","3",0.686,0.702137319997344,0.024398750320109,0.654315769369931,0.749958870624758,0.707409424657698,0.0243182788220528,0.659745598166475,0.755073251148922,0.697708551079969,0,0,0,0
"result.4","4",0.686,0.676244075807458,0.0236977572642704,0.629796471569488,0.722691680045428,0.678301305030088,0.0235837177563331,0.632077218227675,0.724525391832501,0.668519903763976,0,0,0,0
"result.5","5",0.686,0.671934110327246,0.0235338794518177,0.625807706601683,0.718060514052808,0.678017493151687,0.0235571949608786,0.631845391028365,0.724189595275009,0.672692916049016,0,0,0,0
"result.6","6",0.686,0.73125790507908,0.0246000979041857,0.683041713186876,0.779474096971284,0.733130716802464,0.0244577484927517,0.68519352975667,0.781067903848257,0.721600447264297,0,0,0,0
"result.7","7",0.686,0.706904222723352,0.0245411344626882,0.658803599176483,0.755004846270221,0.709863878756422,0.0243982857829435,0.662043238621853,0.757684518890992,0.698005364919197,0,0,0,0
"result.8","8",0.686,0.680095330833838,0.0240931145351918,0.632872826344862,0.727317835322814,0.684137665446841,0.0240273171944973,0.637044123745627,0.731231207148056,0.675472763753974,0,0,0,0
"result.9","9",0.686,0.702366205748601,0.0242033219460867,0.65492769473427,0.749804716762931,0.706796558960201,0.0241063334317327,0.659548145434004,0.754044972486397,0.696396758873694,0,0,0,0
"result.10","10",0.686,0.691153594769661,0.0241624407737479,0.643795210853115,0.738511978686207,0.69485123869947,0.0240807113002025,0.647653044551073,0.742049432847867,0.687258890684683,0,0,0,0
"result.11","11",0.686,0.731412604881148,0.0252421685451222,0.681937954532709,0.780887255229588,0.734640081697343,0.025078520116536,0.685486182268933,0.783793981125754,0.722068657346067,0,0,0,0
"result.12","12",0.686,0.66852687154501,0.0234951355911052,0.622476405786444,0.714577337303576,0.674428914276533,0.0234839650635108,0.628400342752052,0.720457485801014,0.66859018781539,0,0,0,0
"result.13","13",0.686,0.643552388615156,0.0234616044527536,0.597567643887759,0.689537133342553,0.646931754180934,0.0233546272551715,0.601156684760798,0.69270682360107,0.638258774095116,0,0,0,0
"result.14","14",0.686,0.670680148856661,0.0239309680309998,0.623775451515901,0.71758484619742,0.677624234159984,0.0238861511750656,0.630807377856855,0.724441090463112,0.670214771598716,0,0,0,0
