"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper","ss","sshal","sshal_se","sshal_lower","sshal_upper"
"result.1","1",0.686,0.714902255859662,0.0629414508316493,0.591537012229629,0.838267499489694,0.721845513210803,0.061898418369079,0.600524613207408,0.843166413214197,0.689899056726834,0,0,0,0
"result.2","2",0.686,0.604373502835725,0.0588035117394381,0.489118619826426,0.719628385845023,0.610594452045159,0.057506058232653,0.497882577909159,0.723306326181159,0.576964678634401,0,0,0,0
"result.3","3",0.686,0.850851968759569,0.0680324430352522,0.717508380410475,0.984195557108663,0.857928417451471,0.0671904661888823,0.726235103721262,0.989621731181681,0.82869483763605,0,0,0,0
"result.4","4",0.686,0.725394512249257,0.0647414121629533,0.598501344409868,0.852287680088645,0.732158646618851,0.0641486305678416,0.606427330705882,0.857889962531821,0.711078058042764,0,0,0,0
"result.5","5",0.686,0.576075091454806,0.056105694517275,0.466107930200947,0.686042252708665,0.582685760094162,0.054795339239127,0.475286895185473,0.690084625002851,0.549544674252429,0,0,0,0
"result.6","6",0.686,0.785245125715177,0.0657154566688738,0.656442830644184,0.91404742078617,0.791998590495113,0.0650169214862851,0.664565424381995,0.919431756608232,0.767177307268328,0,0,0,0
"result.7","7",0.686,0.644015420940922,0.0586167217484335,0.529126646313993,0.758904195567852,0.650736274109047,0.0578479301042779,0.537354331104662,0.764118217113432,0.627272924123482,0,0,0,0
"result.8","8",0.686,0.736559379424229,0.0659682309168309,0.60726164682724,0.865857112021217,0.74283211918049,0.0647824511523934,0.615858514921799,0.869805723439181,0.707831527173478,0,0,0,0
"result.9","9",0.686,0.703053802633886,0.0637069194294952,0.578188240552075,0.827919364715696,0.708364010145225,0.0622974996649754,0.586260910801873,0.830467109488576,0.670469563540302,0,0,0,0
"result.10","10",0.686,0.663471418713818,0.0622141533761263,0.541531678096611,0.785411159331026,0.670208709515376,0.0611175774203838,0.550418257771424,0.789999161259328,0.639793788196498,0,0,0,0
"result.11","11",0.686,0.759781277465999,0.0648688358369619,0.632638359225554,0.886924195706445,0.765966270573847,0.0635865475075171,0.641336637459114,0.890595903688581,0.728016129556188,0,0,0,0
"result.12","12",0.686,0.690851495037473,0.0634381696962791,0.566512682432766,0.81519030764218,0.697857399528283,0.0626623180846058,0.575039256082456,0.820675542974111,0.673848519170685,0,0,0,0
"result.13","13",0.686,0.706819616210366,0.0631805318894776,0.58298577370699,0.830653458713742,0.713464542752769,0.0620290102597185,0.591887682643721,0.835041402861817,0.67945659665066,0,0,0,0
"result.14","14",0.686,0.721440950663703,0.0634070535783065,0.597163125650222,0.845718775677183,0.729185545718936,0.0626818012269763,0.606329215314063,0.85204187612381,0.704336252241456,0,0,0,0
"result.15","15",0.686,0.731344440837172,0.063677444311513,0.606536649986606,0.856152231687737,0.738019848664913,0.0627075141966686,0.615113120839443,0.860926576490384,0.707803252438775,0,0,0,0
"result.16","16",0.686,0.759333525498048,0.0638539136286925,0.634179854785811,0.884487196210285,0.760102919968569,0.06335646864819,0.635924241418117,0.884281598519022,0.741478732013856,0,0,0,0
