"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper"
"result.1","1",0.686,0.521286749884669,0.0982500214275011,0.328716707886766,0.713856791882571,0.541819651392757,0.0988407014652149,0.348091876520936,0.735547426264578
"result.2","2",0.686,0.724585274208347,0.113074716027449,0.502958830794546,0.946211717622148,0.689383402731382,0.115714638736074,0.462582710808676,0.916184094654088
"result.3","3",0.686,0.577368337755885,0.10060343425172,0.380185606622514,0.774551068889255,0.539363649517213,0.106574192386206,0.330478232440249,0.748249066594177
"result.4","4",0.686,0.76805134234692,0.113340757314852,0.54590345800981,0.99019922668403,0.737989717131015,0.11707858222233,0.508515695975247,0.967463738286783
"result.5","5",0.686,0.69826026583234,0.117129249407717,0.468686936993215,0.927833594671466,0.546122105044198,0.136078363171742,0.279408513227583,0.812835696860813
"result.6","6",0.686,0.634080082734923,0.104311567310506,0.42962941080633,0.838530754663515,0.630166974847111,0.111048413845557,0.412512083709819,0.847821865984404
"result.7","7",0.686,0.922202289828293,0.132082628721808,0.663320337533551,1.18108424212304,0.910099729102522,0.131852898532161,0.651668047979486,1.16853141022556
"result.8","8",0.686,0.742451182272037,0.123375355940876,0.500635484627919,0.984266879916154,0.74105089859266,0.127290974550394,0.491560588473888,0.990541208711431
"result.9","9",0.686,0.545299631608396,0.098588259295459,0.352066643389297,0.738532619827496,0.564654589189228,0.0998836776331313,0.368882581028291,0.760426597350166
"result.10","10",0.686,0.667221721528168,0.108610875037876,0.45434440645393,0.880099036602406,0.658376907104813,0.111547698046835,0.439743418933017,0.87701039527661
"result.11","11",0.686,0.68285776524704,0.111067587806146,0.465165293146994,0.900550237347086,0.543223499705809,0.109339387064045,0.32891830106028,0.757528698351337
"result.12","12",0.686,0.555446082609671,0.0995130630768324,0.360400478979079,0.750491686240262,0.567657863888411,0.103166638145835,0.365451253122575,0.769864474654248
"result.13","13",0.686,0.721540205587033,0.117884563653833,0.490486460825521,0.952593950348545,0.654678807361377,0.10680421065378,0.445342554479968,0.864015060242786
"result.14","14",0.686,0.711723365931126,0.114901062066595,0.486517284280599,0.936929447581652,0.636883706491476,0.116456124663326,0.408629702151357,0.865137710831595
"result.15","15",0.686,0.477059814750426,0.0850112197561514,0.31043782402837,0.643681805472483,0.444877843285727,0.0857153240948925,0.276875808059738,0.612879878511716
"result.16","16",0.686,0.890260955685375,0.128660186737506,0.638086989679863,1.14243492169089,0.78221916411924,0.128986102001461,0.529406404196377,1.0350319240421
"result.17","17",0.686,0.660611270327296,0.110626663042298,0.443783010764392,0.877439529890199,0.624528343103289,0.120365388308498,0.388612182018632,0.860444504187945
"result.18","18",0.686,0.796152425416494,0.116545114575589,0.56772400084834,1.02458084998465,0.69922661089179,0.125156387748476,0.453920090904777,0.944533130878804
"result.19","19",0.686,0.658481450430262,0.120847647594973,0.421620061144115,0.895342839716409,0.575741698572698,0.119126330546568,0.342254090701425,0.80922930644397
"result.20","20",0.686,0.694653146101546,0.112011869260545,0.475109882350879,0.914196409852213,0.652145700553515,0.120295618695503,0.416366287910329,0.887925113196701
"result.21","21",0.686,0.696192804335841,0.102637538320429,0.495023229227799,0.897362379443883,0.637409556865166,0.123073786695629,0.396184934941734,0.878634178788598
"result.22","22",0.686,0.818756814708098,0.138952253596349,0.546410397659254,1.09110323175694,0.708548392168831,0.122883362899494,0.467697000885824,0.949399783451839
"result.23","23",0.686,0.467876734900682,0.0942015106238763,0.283241774077884,0.652511695723479,0.343847838673215,0.0916723838816997,0.164169966265084,0.523525711081346
"result.24","24",0.686,0.844597926874282,0.123049821520953,0.603420276693215,1.08577557705535,0.735846551906757,0.132265725165965,0.476605730581467,0.995087373232048
"result.25","25",0.686,0.612836956871668,0.102786977752845,0.411374480476093,0.814299433267243,0.484516314416779,0.112473713422057,0.264067836109547,0.704964792724012
"result.26","26",0.686,0.646632023507055,0.144048346888972,0.36429726360467,0.928966783409439,0.617048849352126,0.109203801190529,0.40300939901869,0.831088299685562
"result.27","27",0.686,0.822116991820143,0.119467384349458,0.587960918495205,1.05627306514508,0.752199163113757,0.130248290487347,0.496912513758557,1.00748581246896
"result.28","28",0.686,0.437848036525575,0.0963631421394357,0.248976277932281,0.626719795118869,0.440985855470967,0.110946746189645,0.223530232939263,0.658441478002672
"result.29","29",0.686,0.728370927905981,0.111422483513498,0.509982860219525,0.946758995592437,0.654158700602748,0.122252799555051,0.414543213474849,0.893774187730647
"result.30","30",0.686,0.766450206176851,0.131091845749291,0.50951018850824,1.02339022384546,0.695144731320745,0.114123193112843,0.471463272819573,0.918826189821916
"result.31","31",0.686,0.872937232739376,0.1144264945925,0.648661303338076,1.09721316214068,0.742306586278573,0.122898361720534,0.501425797306326,0.983187375250819
"result.32","32",0.686,0.641404703112013,0.110143892171308,0.42552267445625,0.857286731767776,0.557712868124199,0.112341974058352,0.337522598969829,0.777903137278568
"result.33","33",0.686,0.810563677148993,0.13109125615099,0.553624815093053,1.06750253920493,0.711833590453671,0.128644744072539,0.459689892071494,0.963977288835849
"result.34","34",0.686,0.686826903267751,0.113938838017386,0.463506780753673,0.910147025781828,0.688222631488102,0.117182393544178,0.458545140141513,0.917900122834691
"result.35","35",0.686,0.715338844829866,0.108386234268065,0.502901825664457,0.927775863995274,0.671261376454288,0.114945726106985,0.445967753284597,0.896554999623979
"result.36","36",0.686,0.751716744043856,0.116824695568499,0.522740340729598,0.980693147358114,0.609292039585916,0.125407390286514,0.36349355462435,0.855090524547483
"result.37","37",0.686,0.829683059342284,0.124633043393392,0.585402294291235,1.07396382439333,0.720615172637909,0.12945784839522,0.466877789783279,0.974352555492539
"result.38","38",0.686,0.641909798678928,0.121710485539104,0.403357247022284,0.880462350335572,0.517146911303463,0.115821387450536,0.290136991900412,0.744156830706514
"result.39","39",0.686,0.55134588898002,0.0956672398593354,0.363838098855722,0.738853679104317,0.475530498428976,0.105987409359761,0.267795176083845,0.683265820774108
"result.40","40",0.686,0.896581490318006,0.132562412360773,0.636759162090892,1.15640381854512,0.750506854395867,0.142967697239491,0.470290167806464,1.03072354098527
"result.41","41",0.686,0.509547837648979,0.0902356348661211,0.332685993311381,0.686409681986576,0.403754070056448,0.11348563798394,0.181322219607925,0.626185920504971
"result.42","42",0.686,0.655145260349273,0.107756107582897,0.443943289486794,0.866347231211751,0.572870328226912,0.110613058402854,0.356068733757318,0.789671922696507
"result.43","43",0.686,0.580396183002528,0.100677177994607,0.3830689141331,0.777723451871957,0.437555400777495,0.108362568660788,0.225164766202351,0.64994603535264
"result.44","44",0.686,0.657376947286805,0.111651958889214,0.438539107863946,0.876214786709664,0.600952522188483,0.105404839475217,0.394359036817059,0.807546007559908
"result.45","45",0.686,0.545086517002158,0.0996532692337452,0.349766109304017,0.740406924700299,0.433428337158955,0.0941086521910772,0.248975378864444,0.617881295453467
"result.46","46",0.686,0.728328756307719,0.124988938842125,0.483350436177154,0.973307076438285,0.682298876696034,0.119681247440845,0.447723631711977,0.916874121680091
"result.47","47",0.686,0.579283908356797,0.105339916335536,0.372817672339147,0.785750144374447,0.605983114682489,0.112836219082397,0.384824125280991,0.827142104083987
"result.48","48",0.686,0.777917570276257,0.114342914078029,0.553805458683319,1.00202968186919,0.639708285652521,0.120407183131744,0.403710206714302,0.875706364590739
"result.49","49",0.686,0.783717918039076,0.123315937195274,0.54201868113634,1.02541715494181,0.656685418021715,0.126494985683497,0.408755246082061,0.904615589961368
"result.50","50",0.686,0.874604885478849,0.127252541905662,0.625189903343753,1.12401986761395,0.73894999571517,0.123392853699879,0.497100002463406,0.980799988966933
"result.51","51",0.686,0.924305016398617,0.140972926469908,0.647998080517598,1.20061195227964,0.78189555154123,0.133465523487423,0.520303125505881,1.04348797757658
"result.52","52",0.686,0.518930944910251,0.100870892355891,0.321223995892705,0.716637893927798,0.459247716193127,0.113539279912294,0.23671072756503,0.681784704821224
"result.53","53",0.686,0.695018020789065,0.114522051430908,0.470554799984484,0.919481241593646,0.565059696710738,0.110231215424535,0.349006514478649,0.781112878942827
"result.54","54",0.686,0.624217572681127,0.109004464206286,0.410568822836805,0.837866322525448,0.549321955062095,0.112469168747681,0.328882384316641,0.76976152580755
"result.55","55",0.686,0.410567650048427,0.0841576913203023,0.245618575060634,0.575516725036219,0.384907732419609,0.0813190782989264,0.225522338953713,0.544293125885504
"result.56","56",0.686,0.716112450646814,0.115356184148593,0.490014329715572,0.942210571578057,0.668695094764261,0.114511734115112,0.444252095898642,0.89313809362988
"result.57","57",0.686,0.656087757964419,0.104563328332252,0.451143634433206,0.861031881495632,0.592040034953098,0.106616752102181,0.383071200832823,0.801008869073373
"result.58","58",0.686,0.739505556971326,0.113137806137919,0.517755456941005,0.961255657001647,0.708061361093542,0.112959778331392,0.486660195564013,0.929462526623071
"result.59","59",0.686,0.615051611128063,0.109455435251842,0.400518958034453,0.829584264221673,0.654000285838673,0.113502556221541,0.431535275644454,0.876465296032893
"result.60","60",0.686,0.627006971667078,0.106191680152576,0.418871278568029,0.835142664766127,0.493894305818499,0.112402772238663,0.27358487223072,0.714203739406278
"result.61","61",0.686,0.714370012484553,0.117534863678993,0.484001679673727,0.944738345295379,0.66695226930127,0.123902433371555,0.424103499893023,0.909801038709518
"result.62","62",0.686,0.84344130222316,0.120354678342818,0.607546132671237,1.07933647177508,0.854540715226985,0.12590994768666,0.607757217761133,1.10132421269284
"result.63","63",0.686,0.727112937790942,0.112103225429393,0.507390615949331,0.946835259632553,0.665750690715134,0.116812630036595,0.436797935843408,0.894703445586861
"result.64","64",0.686,0.828787676902036,0.139530729081052,0.555307447903173,1.1022679059009,0.69517463394973,0.147228961979924,0.40660586846908,0.983743399430381
"result.65","65",0.686,0.682845638698529,0.105034470200029,0.476978077106471,0.888713200290586,0.590737801055149,0.109486941206545,0.37614339629032,0.805332205819978
"result.66","66",0.686,0.753787318860974,0.111737144727002,0.53478251519605,0.972792122525897,0.695587095217817,0.119594518727877,0.461181838511179,0.929992351924455
"result.67","67",0.686,0.551263315094512,0.103807664519202,0.347800292636876,0.754726337552149,0.5625388525507,0.108460899266241,0.349955489988867,0.775122215112532
"result.68","68",0.686,0.757091197898118,0.123069749591905,0.515874488697984,0.998307907098251,0.6724005536489,0.119086678806457,0.438990663188244,0.905810444109556
"result.69","69",0.686,0.751633047096726,0.124430397188153,0.507749468607946,0.995516625585505,0.660115012139948,0.125888364215665,0.413373818277246,0.906856206002651
"result.70","70",0.686,0.764009775330234,0.112743794544759,0.543031938022505,0.984987612637963,0.761321758605872,0.110746708938583,0.544258209086249,0.978385308125496
"result.71","71",0.686,0.560109048733801,0.103707858765235,0.356841645553941,0.763376451913661,0.482047749517831,0.112261344221334,0.262015514844017,0.702079984191645
"result.72","72",0.686,0.645488544052326,0.106151587533073,0.437431432487502,0.85354565561715,0.549279480702182,0.106071836978053,0.341378680225198,0.757180281179167
"result.73","73",0.686,0.888878779051177,0.116247249178499,0.661034170661319,1.11672338744103,0.811334744694689,0.130394763275373,0.555761008674958,1.06690848071442
"result.74","74",0.686,0.561565025255928,0.0893142944348963,0.386509008163532,0.736621042348325,0.471982114994747,0.0983598343677121,0.279196839634031,0.664767390355463
"result.75","75",0.686,0.689012952020653,0.106822568189748,0.479640718368747,0.898385185672559,0.679742091043902,0.121825309627059,0.440964484174866,0.918519697912938
"result.76","76",0.686,0.818418640732943,0.115200774756431,0.592625122210337,1.04421215925555,0.793362205370715,0.12231916732812,0.553616637407601,1.03310777333383
"result.77","77",0.686,0.608546934720398,0.117440990188628,0.378362593950687,0.838731275490109,0.480805979802205,0.113489715970884,0.258366136499274,0.703245823105137
"result.78","78",0.686,0.549940793309152,0.104709429193277,0.344710312090328,0.755171274527975,0.575793901855587,0.12000343330099,0.340587172585646,0.811000631125529
"result.79","79",0.686,0.580542234996676,0.0998212295394012,0.38489262509945,0.776191844893903,0.459994789892866,0.108813242416463,0.246720834756598,0.673268745029134
"result.80","80",0.686,0.81015213675925,0.122904617244828,0.569259086959388,1.05104518655911,0.693519240281457,0.128098796552133,0.442445599039276,0.944592881523638
"result.81","81",0.686,0.688831501561488,0.107229034135074,0.478662594656743,0.899000408466233,0.704516848296416,0.110270709821224,0.488386257046818,0.920647439546014
"result.82","82",0.686,0.715105738878538,0.108617922081448,0.5022146115989,0.927996866158175,0.619210889051176,0.127202540944241,0.369893908800465,0.868527869301888
"result.83","83",0.686,0.504040047391801,0.0971827902827152,0.31356177843768,0.694518316345923,0.406122126640419,0.107052096913855,0.196300016689264,0.615944236591574
"result.84","84",0.686,0.857962846953235,0.130249886849576,0.602673068728067,1.1132526251784,0.776587013854943,0.122725456238089,0.536045119628289,1.0171289080816
"result.85","85",0.686,0.604170054629251,0.103681892085985,0.40095354614072,0.807386563117781,0.462319096806176,0.112539223709468,0.241742218335619,0.682895975276732
"result.86","86",0.686,0.699357609995922,0.117972263294863,0.468131973937989,0.930583246053854,0.5720924579833,0.116930240315836,0.342909186964261,0.801275729002338
"result.87","87",0.686,0.607233944557373,0.0975379420130811,0.416059578211734,0.798408310903012,0.543308355918141,0.101797379848087,0.34378549141589,0.742831220420391
"result.88","88",0.686,0.866706963185786,0.126227957384854,0.619300166711471,1.1141137596601,0.726390388859692,0.134768541674851,0.462244047176984,0.9905367305424
"result.89","89",0.686,0.82212413195415,0.113352059657247,0.599954095025945,1.04429416888235,0.777435046848334,0.115032088659333,0.551972153076041,1.00289794062063
"result.90","90",0.686,0.833347422831373,0.130453766932999,0.577658039642695,1.08903680602005,0.737623341530097,0.134687273310504,0.473636285841509,1.00161039721868
"result.91","91",0.686,0.816893645854093,0.128734747808086,0.564573540150243,1.06921375155794,0.711523034799517,0.128936380752217,0.458807728525172,0.964238341073861
"result.92","92",0.686,0.725345449092114,0.121392804545857,0.487415552182233,0.963275346001994,0.600893044430729,0.127691632434124,0.350617444859845,0.851168644001612
"result.93","93",0.686,0.598087749884034,0.105296891396677,0.391705842746546,0.804469657021522,0.556935147050295,0.108837409645253,0.343613824145599,0.770256469954992
"result.94","94",0.686,0.602909620622046,0.106447485195428,0.394272549639007,0.811546691605086,0.498343411348067,0.115344438541677,0.27226831180638,0.724418510889754
