"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper","ss","sshal","sshal_se","sshal_lower","sshal_upper"
"result.1","1",0.686,0.696931514188952,0.0348748396812417,0.628576828413718,0.765286199964185,0.712343459450104,0.0349686050242745,0.643804993602526,0.780881925297682,0.701773397937403,0,0,0,0
"result.2","2",0.686,0.722068529751756,0.0350335388044544,0.653402793695026,0.790734265808487,0.725598618318765,0.0345811877944226,0.657819490241697,0.793377746395833,0.70445571032253,0,0,0,0
"result.3","3",0.686,0.671972777972878,0.0337969183595797,0.605730817988101,0.738214737957654,0.675268906843548,0.033450240241651,0.609706435969912,0.740831377717184,0.65892802268162,0,0,0,0
"result.4","4",0.686,0.656501485018766,0.0330494705023616,0.591724522834137,0.721278447203395,0.662307584226003,0.0330509288627988,0.597527763654917,0.727087404797088,0.65514179522779,0,0,0,0
"result.5","5",0.686,0.668981990030779,0.0336172340802878,0.603092211233414,0.734871768828143,0.675966222840246,0.0335266043057322,0.610254078401011,0.741678367279481,0.6619021060858,0,0,0,0
"result.6","6",0.686,0.692097321693925,0.0345405741662971,0.624397796327983,0.759796847059868,0.700519267617155,0.0343748834786343,0.633144495999032,0.767894039235278,0.687155292898817,0,0,0,0
"result.7","7",0.686,0.722196395823349,0.0350483114260643,0.653501705428263,0.790891086218435,0.728755418649184,0.0348718579037462,0.660406577157842,0.797104260140527,0.71614527662691,0,0,0,0
"result.8","8",0.686,0.663225747792326,0.0331394699102354,0.598272386768265,0.728179108816388,0.665412767238422,0.0327668845632127,0.601189673494525,0.729635860982319,0.648443057293399,0,0,0,0
"result.9","9",0.686,0.700412621032743,0.034566008155497,0.632663245047969,0.768161997017518,0.702089783466605,0.0341708378608433,0.635114941259352,0.769064625673858,0.684346535875465,0,0,0,0
"result.10","10",0.686,0.673148982199174,0.0339752418472006,0.606557508178661,0.739740456219687,0.677203161906972,0.0337350193958715,0.611082523891064,0.74332379992288,0.664477684916142,0,0,0,0
"result.11","11",0.686,0.642958252679883,0.0328687079710378,0.578535585056649,0.707380920303117,0.648511188365193,0.0325292562115786,0.584753846190499,0.712268530539887,0.631209496285901,0,0,0,0
"result.12","12",0.686,0.653379683114857,0.0332831834367716,0.588144643578785,0.71861472265093,0.658782703347726,0.033103552822367,0.593899739815887,0.723665666879565,0.64565557652517,0,0,0,0
"result.13","13",0.686,0.629710978215705,0.0325250963730445,0.565961789324538,0.693460167106873,0.632543124090394,0.0323558362162556,0.569125685106533,0.695960563074255,0.623696621341045,0,0,0,0
"result.14","14",0.686,0.718342950637296,0.0349209134443054,0.649897960286458,0.786787940988135,0.723609652756466,0.0347348945084298,0.655529259519944,0.791690045992988,0.710238036936655,0,0,0,0
"result.15","15",0.686,0.664639449323095,0.0334507553488635,0.599075968839322,0.730202929806867,0.667310549584642,0.0331811451906622,0.602275505010944,0.73234559415834,0.650521548344563,0,0,0,0
"result.16","16",0.686,0.649955294832166,0.0335968732055928,0.584105423349204,0.715805166315128,0.657011084188034,0.0333222520773312,0.591699470116464,0.722322698259603,0.640132856636878,0,0,0,0
"result.17","17",0.686,0.629337785758304,0.0326654094293658,0.565313583276747,0.693361988239861,0.637520993857318,0.03251742647168,0.573786837972825,0.701255149741811,0.623313633265632,0,0,0,0
"result.18","18",0.686,0.726525494663018,0.0350533187100781,0.657820989991265,0.795229999334771,0.732615058639757,0.03487198265282,0.66426597264023,0.800964144639284,0.71999592564954,0,0,0,0
"result.19","19",0.686,0.721644654781693,0.0347027322655179,0.653627299541278,0.789662010022108,0.725800035759383,0.0343528381211159,0.658468473041995,0.79313159847677,0.706477480694174,0,0,0,0
"result.20","20",0.686,0.680569159932814,0.0348336048732186,0.612295294381305,0.748843025484322,0.682896977621263,0.0344896390876395,0.61529728500949,0.750496670233036,0.66864991793236,0,0,0,0
"result.21","21",0.686,0.658906203152077,0.0329514449029571,0.594321371142281,0.723491035161873,0.661587786022886,0.0327594841844948,0.597379197021276,0.725796375024496,0.649743509195876,0,0,0,0
"result.22","22",0.686,0.656989511771641,0.0333820815628725,0.591560631908411,0.722418391634871,0.668473788787502,0.0332527777047006,0.603298344486289,0.733649233088715,0.654680927335252,0,0,0,0
"result.23","23",0.686,0.698782097682213,0.0346076141387551,0.630951173970253,0.766613021394173,0.70685865317585,0.0343196361113212,0.63959216639766,0.774125139954039,0.690905805665865,0,0,0,0
"result.24","24",0.686,0.712482060187778,0.0345115704479543,0.644839382109788,0.780124738265769,0.716534881105609,0.0342921984491386,0.649322172145297,0.783747590065921,0.703466050579845,0,0,0,0
"result.25","25",0.686,0.644452990018237,0.0330502219657549,0.579674554965357,0.709231425071117,0.663313159821691,0.0332384834151208,0.598165732328054,0.728460587315328,0.654003978023376,0,0,0,0
"result.26","26",0.686,0.747578430370358,0.0361887344736816,0.676648510801942,0.818508349938774,0.761219122623602,0.0361926996717175,0.690281431267036,0.832156813980168,0.745578705922873,0,0,0,0
"result.27","27",0.686,0.694813821915955,0.0348989138500323,0.626411950769891,0.763215693062018,0.703296605588867,0.0347975655925644,0.635093377027441,0.771499834150293,0.689858893413205,0,0,0,0
