"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper","ss","sshal","sshal_se","sshal_lower","sshal_upper"
"result.1","1",0.11,0.299287352012917,0.0989321841212023,0.10538027113536,0.493194432890473,0.312154518586796,0.0935385072824998,0.128819044313097,0.495489992860496,0.267088240564069,0.262561844226518,0.0929089516376716,0.0804602990166816,0.444663389436354
"result.2","2",0.11,0.0354820240777448,0.0332365572174481,-0.0296616280684536,0.100625676223943,0.0401554814906102,0.0322244834272879,-0.0230045060268742,0.103315469008095,0.0330713780154286,0.0332276121674418,0.0327327300274075,-0.0309285386862769,0.0973837630211606
"result.3","3",0.11,0.063494898988779,0.0434775167841415,-0.0217210339081384,0.148710831885696,0.0699811719735306,0.0423207205242309,-0.0129674402539619,0.152929784201023,0.0601566178125635,0.0607564384950149,0.0427066224569251,-0.0229485415205583,0.144461418510588
"result.4","4",0.11,0.204069763837299,0.0798638854149199,0.0475365484240556,0.360602979250542,0.207725529600939,0.0794762244054469,0.0519521297662628,0.363498929435615,0.19717557303938,0.187415936967766,0.078947946061863,0.032677962686514,0.342153911249017
"result.5","5",0.11,0.118113824696386,0.0586087973229226,0.00324058194345814,0.232987067449315,0.125277394649987,0.0539783332678935,0.019479861444916,0.231074927855058,0.100105539201847,0.0982132634581652,0.0536218515662633,-0.00688556561171075,0.203312092528041
"result.6","6",0.11,0.100119576835666,0.0580012074361023,-0.0135627897390942,0.213801943410427,0.109013925661381,0.0569912914225789,-0.00268900552687343,0.220716856849636,0.0967101461963461,0.0980180379621908,0.0568460362717078,-0.0134001931303565,0.209436269054738
"result.7","7",0.11,0.0764408526143635,0.0494507439823438,-0.0204826055910302,0.173364310819757,0.0691469931865268,0.0494876803054221,-0.0278488602121004,0.166142846585154,0.0756877726154933,0.077532291254518,0.0489851212821682,-0.0184785464585317,0.173543128967568
"result.8","8",0.11,0.112107202700258,0.0583949917168282,-0.00234698106472543,0.226561386465241,0.107876811110701,0.0584391681382148,-0.00666395844019954,0.222417580661602,0.110200754457162,0.116774434089564,0.0593247769149278,0.000497871336305689,0.233050996842823
"result.9","9",0.11,0.0684461547327718,0.0467907570262567,-0.0232637290386913,0.160156038504235,0.067564557990014,0.0467566931736069,-0.0240785606302556,0.159207676610284,0.067016285706522,0.0672820882130475,0.0464565056823785,-0.0237726629244143,0.158336839350509
"result.10","10",0.11,0.284900805927762,0.0966097544292736,0.0955456872463861,0.474255924609139,0.298198484495886,0.0924573392247911,0.116982099615295,0.479414869376476,0.260080160503576,0.248559334902596,0.0893809240163137,0.0733727238306208,0.42374594597457
