"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper","ss"
"result.1","1",0.686,0.822963416235564,0.125355498611807,0.577266638956423,1.0686601935147,0.83416457487106,0.12476777631228,0.589619733298991,1.07870941644313,0.8133247883162
"result.2","2",0.686,0.591130127223276,0.102543054442228,0.390145740516509,0.792114513930044,0.600067347188625,0.100972168047419,0.402161897815683,0.797972796561567,0.598974529298784
"result.3","3",0.686,0.826058282122521,0.119151316164369,0.592521702440357,1.05959486180468,0.821593847437967,0.118524346381897,0.58928612852945,1.05390156634649,0.820557392803233
"result.4","4",0.686,0.858619565131441,0.130588765937042,0.60266558389484,1.11457354636804,0.907167239568756,0.133391612463848,0.645719679139614,1.1686147999979,0.907294630587278
"result.5","5",0.686,0.675900527683922,0.109600412794414,0.46108371860687,0.890717336760974,0.668118177951864,0.107010382018663,0.458377829195284,0.877858526708444,0.665062100239365
"result.6","6",0.686,0.640584097298017,0.0918974142980023,0.460465165273933,0.820703029322102,0.639759945721663,0.0931635222176743,0.457159442175021,0.822360449268304,0.646404458065435
"result.7","7",0.686,0.469761682955444,0.0875269515161341,0.298208857983821,0.641314507927067,0.500953638549567,0.089923499006696,0.324703580496443,0.677203696602691,0.494076246127476
"result.8","8",0.686,0.65341276893058,0.11727642679797,0.423550972406559,0.883274565454601,0.71192857383038,0.120365012754852,0.476013148830871,0.94784399882989,0.707796926511454
"result.9","9",0.686,0.66835371203152,0.122735557834927,0.427792018675063,0.908915405387978,0.802215119277714,0.122443206260856,0.562226435006436,1.04220380354899,0.799774737136655
"result.10","10",0.686,0.632836340421025,0.131549253126666,0.37499980429276,0.89067287654929,0.699116707128842,0.136485245001686,0.431605626925537,0.966627787332147,0.695198618948422
"result.11","11",0.686,0.570316565584482,0.106891902100976,0.360808437466569,0.779824693702396,0.785527086458858,0.122118861416161,0.546174118083183,1.02488005483453,0.791917541657214
"result.12","12",0.686,0.834918976820608,0.133932131044089,0.572411999974194,1.09742595366702,0.906757749255118,0.141489592573487,0.629438147811084,1.18407735069915,0.945629127474662
"result.13","13",0.686,0.879898364252558,0.175794607613332,0.535340933330427,1.22445579517469,0.983158873370639,0.147861878127875,0.693349592240004,1.27296815450127,0.948434176484777
"result.14","14",0.686,0.66745692463991,0.105855062758984,0.459981001632302,0.874932847647518,0.687752684295319,0.110914255648231,0.470360743224785,0.905144625365852,0.681798092723315
"result.15","15",0.686,0.581744070693654,0.0928669970207437,0.399724756532996,0.763763384854312,0.588147321330006,0.0928776166400607,0.406107192715487,0.770187449944525,0.59032034610087
"result.16","16",0.686,0.68619261453457,0.136895123300648,0.4178781728653,0.95450705620384,0.968846044665551,0.152250901662864,0.670434277406337,1.26725781192477,0.923516651858144
"result.17","17",0.686,0.591017612475747,0.100461974933058,0.394112141606954,0.787923083344541,0.588463282934433,0.100547680673515,0.391389828814342,0.785536737054523,0.589847304739263
"result.18","18",0.686,0.599759108261198,0.105475346230405,0.393027429649603,0.806490786872792,0.67010477677037,0.112053453690004,0.450480007537963,0.889729546002777,0.680040675170417
