"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper","ss","sshal","sshal_se","sshal_lower","sshal_upper"
"result.1","1",0.686,0.459908351664317,0.123173648338578,0.218488000920704,0.701328702407931,0.46897188551951,0.110243983268131,0.252893678313972,0.685050092725047,0.365178728233121,0,0,0,0
"result.2","2",0.686,0.77550033947614,0.157879123328526,0.466057257752228,1.08494342120005,0.791975192225006,0.146481347513803,0.504871751097951,1.07907863335206,0.662532914839572,0,0,0,0
"result.3","3",0.686,0.484645150193571,0.125248080387006,0.239158912635039,0.730131387752103,0.495008131543561,0.113516939213631,0.272514930684844,0.717501332402279,0.395353008578268,0,0,0,0
"result.4","4",0.686,0.980153691117456,0.17534031286423,0.636486677903566,1.32382070433135,1.00244175882539,0.170339166056262,0.668576993355112,1.33630652429566,0.918565455544641,0,0,0,0
"result.5","5",0.686,0.8704892284936,0.158783785854038,0.559273008219685,1.18170544876751,0.884997312605539,0.150828859584103,0.589372747820697,1.18062187739038,0.778710344683511,0,0,0,0
"result.6","6",0.686,0.544683245608382,0.130215492680158,0.289460879955272,0.799905611261493,0.556575925762906,0.120728346083465,0.319948367439315,0.793203484086497,0.464611816842181,0,0,0,0
"result.7","7",0.686,0.893959911003243,0.165086137334705,0.57039108182722,1.21752874017927,0.914493879307054,0.158819675133927,0.603207316044557,1.22578044256955,0.817679016546829,0,0,0,0
"result.8","8",0.686,0.853048010628378,0.173189691150202,0.513596215973982,1.19249980528277,0.867696660285628,0.161453280548545,0.551248230410481,1.18414509016078,0.733890095797639,0,0,0,0
"result.9","9",0.686,0.826335883382348,0.172810227568579,0.487627837347934,1.16504392941676,0.846414689944042,0.162031429307831,0.528833088500694,1.16399629138739,0.72045311191048,0,0,0,0
"result.10","10",0.686,0.868800886054634,0.173008910590385,0.529703421297479,1.20789835081179,0.887537720890159,0.162578918367951,0.568883040888975,1.20619240089134,0.756826156592905,0,0,0,0
