"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper"
"result.384","384",0.686,0.684001417669706,0.049215381051879,0.587539270808024,0.780463564531389,0.665299454031673,0.0491195468720396,0.569025142162476,0.761573765900871
"result.385","385",0.686,0.666334228437749,0.0462896349249548,0.575606543984837,0.75706191289066,0.651756626213422,0.0465385155718147,0.560541135692666,0.742972116734179
"result.386","386",0.686,0.731913154451688,0.0537439874629116,0.626574939024382,0.837251369878995,0.722435643479882,0.0536312864741206,0.617318321990606,0.827552964969159
"result.387","387",0.686,0.646252872327911,0.0487136489640224,0.550774120358427,0.741731624297395,0.6239382856867,0.049164034288183,0.527576778481861,0.720299792891538
"result.388","388",0.686,0.681115099516203,0.0478916029939328,0.587247557648095,0.774982641384312,0.659407564865657,0.0491886417625919,0.562997827010976,0.755817302720337
"result.389","389",0.686,0.681194773203777,0.0493649154548748,0.584439538912222,0.777950007495332,0.646956572918943,0.0487317585357196,0.551442326188933,0.742470819648953
"result.390","390",0.686,0.695236934474075,0.0507566071602556,0.595753984439974,0.794719884508176,0.677209849651695,0.0506567308443176,0.577922657196832,0.776497042106557
"result.391","391",0.686,0.732928331156797,0.0545076307337904,0.626093374918567,0.839763287395026,0.691813173930735,0.054740474402312,0.584521844102204,0.799104503759267
"result.392","392",0.686,0.713093228104081,0.0504345321715839,0.614241545047777,0.811944911160385,0.703638807601679,0.0512937780668034,0.603103002590744,0.804174612612613
"result.393","393",0.686,0.745698377505649,0.051028942126065,0.645681650938562,0.845715104072736,0.720976323913745,0.05104238251761,0.620933254179229,0.82101939364826
"result.394","394",0.686,0.755673679061805,0.0520736035994447,0.653609416006894,0.857737942116717,0.724192184836585,0.0532278990899661,0.619865502620251,0.828518867052918
"result.395","395",0.686,0.701986385437555,0.0489772312468817,0.605991012193667,0.797981758681443,0.672070624466942,0.0490521093586241,0.575928490124039,0.768212758809846
"result.396","396",0.686,0.691799983533077,0.0492015946392342,0.595364858040178,0.788235109025976,0.669331491344915,0.0499149070619766,0.571498273503441,0.76716470918639
"result.397","397",0.686,0.624551206106735,0.0468436850659703,0.532737583377433,0.716364828836036,0.584489539764851,0.047716533393512,0.490965134313568,0.678013945216135
"result.398","398",0.686,0.688729307741157,0.0503364293317937,0.590069906250841,0.787388709231473,0.686469798815199,0.0505402089390566,0.587410989294648,0.78552860833575
"result.399","399",0.686,0.666569413607345,0.0478386775485804,0.572805605612127,0.760333221602562,0.621256181848873,0.0488346475558434,0.52554027263942,0.716972091058326
"result.400","400",0.686,0.660077738554674,0.0471310435628776,0.567700893171434,0.752454583937914,0.655052337807164,0.0477008222055808,0.561558726284226,0.748545949330103
"result.401","401",0.686,0.701903691191762,0.0494714525924761,0.604939644110509,0.798867738273015,0.69642448430396,0.0497056809302582,0.599001349680653,0.793847618927266
"result.402","402",0.686,0.683627505501097,0.0507742400221803,0.584109995057624,0.783145015944571,0.646249592072,0.051547427403659,0.545216634360829,0.747282549783172
"result.403","403",0.686,0.641179025642274,0.0495119783209779,0.544135548133158,0.738222503151391,0.587382123666925,0.0488754383960778,0.491586264410613,0.683177982923238
"result.404","404",0.686,0.73259808827367,0.0514575779432799,0.631741235504842,0.833454941042499,0.709064477963606,0.0509513471389155,0.609199837571332,0.808929118355881
"result.405","405",0.686,0.801277546293707,0.0522854191032098,0.698798124851416,0.903756967735998,0.775417682507568,0.0522040566292863,0.673097731514167,0.877737633500969
"result.406","406",0.686,0.793438157120501,0.0551052926940126,0.685431783440236,0.901444530800766,0.757707128454073,0.0549204856763823,0.650062976528364,0.865351280379782
"result.407","407",0.686,0.621140231887257,0.046773133015642,0.529464891176599,0.712815572597916,0.606189797864276,0.0473399256509804,0.513403543588355,0.698976052140198
"result.408","408",0.686,0.706531586966971,0.0499558314823648,0.608618157261536,0.804445016672406,0.692918021051961,0.0503597673495086,0.594212877046925,0.791623165056998
"result.409","409",0.686,0.66572033689197,0.0488223546878379,0.570028521703808,0.761412152080132,0.633812216067567,0.0489049850099835,0.537958445447999,0.729665986687134
"result.410","410",0.686,0.703812869231604,0.05057082455845,0.604694053097042,0.802931685366165,0.666568816723295,0.0515518932692616,0.565527105915542,0.767610527531048
