"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper","ss","ss_se","ss_lower","ss_upper","sshal","sshal_se","sshal_lower","sshal_upper"
"result.1","1",0.685,0.503100317396553,0.200500354286132,0.110119622995735,0.896081011797372,0.526645496066032,0.200441563553001,0.13378003150215,0.919510960629914,0.501831552231629,0.200441563553001,0.108966087667748,0.894697016795511,0,0,0,0
"result.2","2",0.685,0.564248288786569,0.244361271080341,0.0853001974691009,1.04319638010404,0.599010379881061,0.225399288497569,0.157227774425825,1.0407929853363,0.486250754117868,0.225399288497569,0.0444681486626317,0.928033359573104,0,0,0,0
"result.3","3",0.685,0.819348953925042,0.256757495074569,0.316104263578888,1.3225936442712,0.810389629110045,0.204233077237943,0.410092797723676,1.21068646049641,0.510492002385639,0.204233077237943,0.11019517099927,0.910788833772008,0,0,0,0
"result.4","4",0.685,0.802026570211198,0.250153017239506,0.311726656421767,1.29232648400063,0.843040792787682,0.242241433573549,0.368247582983527,1.31783400259184,0.74871265033396,0.242241433573549,0.273919440529805,1.22350586013812,0,0,0,0
"result.5","5",0.685,0.984908823924832,0.273314907885986,0.4492116044683,1.52060604338136,1.02279444504126,0.258803069049514,0.515540429704214,1.53004846037831,0.863675012577604,0.258803069049514,0.356420997240557,1.37092902791465,0,0,0,0
"result.6","6",0.685,0.67578041444624,0.24169599398896,0.20205626622788,1.1495045626646,0.679676567704298,0.241580591856087,0.206178607666368,1.15317452774223,0.674155399129268,0.241580591856087,0.200657439091338,1.1476533591672,0,0,0,0
"result.7","7",0.685,1.01029242616515,0.313358378065491,0.396110005156783,1.62447484717351,0.949635459654564,0.315164839502858,0.331912374228963,1.56735854508016,1.02144389161178,0.315164839502858,0.403720806186176,1.63916697703738,0,0,0,0
"result.8","8",0.685,0.48062091607294,0.192165969662677,0.103975615534092,0.857266216611788,0.444617024769046,0.192239895311325,0.0678268299588489,0.821407219579243,0.47994651710752,0.192239895311325,0.103156322297323,0.856736711917717,0,0,0,0
"result.9","9",0.685,0.540253393137268,0.229055287668519,0.0913050293069716,0.989201756967565,0.492099504822886,0.24066750290001,0.0203911991388658,0.963807810506906,0.596620250668295,0.24066750290001,0.124911944984275,1.06832855635232,0,0,0,0
"result.10","10",0.685,0.496557495312562,0.235189734222607,0.0355856162362517,0.957529374388873,0.515032996099968,0.19919137632471,0.124617898503536,0.9054480936964,0.350923702969472,0.19919137632471,-0.0394913946269597,0.741338800565904,0,0,0,0
"result.11","11",0.685,0.664888448142456,0.241608176845218,0.191336421525828,1.13844047475908,0.697281484063492,0.220475154083681,0.265150182059477,1.12941278606751,0.551398061088925,0.220475154083681,0.119266759084909,0.983529363092941,0,0,0,0
"result.12","12",0.685,0.495354759955311,0.23161523845857,0.0413888925765129,0.949320627334108,0.42631446203611,0.268263465493924,-0.0994819303319815,0.952110854404201,0.677243419224305,0.268263465493924,0.151447026856214,1.2030398115924,0,0,0,0
"result.13","13",0.685,0.564323803209915,0.170662863722631,0.229824590313559,0.898823016106271,0.559433417148155,0.17073654958796,0.224789779955752,0.894077054340557,0.563911132129757,0.17073654958796,0.229267494937355,0.898554769322159,0,0,0,0
"result.14","14",0.685,1.18053534310691,0.273833666648163,0.643821356476515,1.71724932973732,1.17489534972935,0.235450587981355,0.713412197285898,1.63637850217281,0.838308885083653,0.235450587981355,0.376825732640198,1.29979203752711,0,0,0,0
"result.15","15",0.685,0.65640465148808,0.200639187591404,0.263151843808929,1.04965745916723,0.590916058162695,0.226967858472138,0.146059055557303,1.03577306076809,0.84363979430476,0.226967858472138,0.398782791699369,1.28849679691015,0,0,0,0
"result.16","16",0.685,0.238208311101385,0.1204183348592,0.00218837477735204,0.474228247425417,0.228710445098681,0.120463731852445,-0.007398469332111,0.464819359529473,0.237794850994467,0.120463731852445,0.00168593656367502,0.473903765425259,0,0,0,0
"result.17","17",0.685,0.474394943594787,0.18465008100855,0.11248078481803,0.836309102371544,0.438008194881429,0.192237236784326,0.0612232107841505,0.814793178978707,0.516399989149793,0.192237236784326,0.139615005052515,0.893184973247071,0,0,0,0
"result.18","18",0.685,0.41352640122324,0.187181614132295,0.0466504375239414,0.780402364922539,0.422386059302319,0.187099406966988,0.0556712216470218,0.789100896957615,0.4125432758472,0.187099406966988,0.0458284381919036,0.779258113502497,0,0,0,0
