"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper","ss","sshal","sshal_se","sshal_lower","sshal_upper"
"result.1","1",0.11,0.128435424216136,0.0456502791278175,0.0389608771256134,0.217909971306658,0.129381126432771,0.0456145285226387,0.0399766505283995,0.218785602337143,0.126617599553927,0.130436691015088,0.0466904018811023,0.0389235033281277,0.221949878702049
"result.2","2",0.11,0.0883507973399773,0.0372831293915155,0.0152758637326068,0.161425730947348,0.0931555707933493,0.0371361688276089,0.0203686798912358,0.165942461695463,0.0871399475854363,0.0879488875636343,0.0371930798543668,0.0150504510490754,0.160847324078193
"result.3","3",0.11,0.26769734261841,0.0666592962588092,0.137045121951144,0.398349563285676,0.269082531506641,0.0663369429993117,0.13906212322799,0.399102939785292,0.261463087264915,0.26419902523671,0.0665939541009086,0.133674875198929,0.394723175274491
"result.4","4",0.11,0.102929802673301,0.0384142282467022,0.0276379153097651,0.178221690036838,0.108025849353596,0.0376656921359688,0.0342010927670974,0.181850605940095,0.0987049252423563,0.100758667726357,0.0380052468356818,0.0262683839284203,0.175248951524293
"result.5","5",0.11,0.0774046621335573,0.0351890315539479,0.00843416028781947,0.146375163979295,0.0795058271470179,0.034970410057833,0.0109638234336653,0.148047830860371,0.0747115551101836,0.0745001901217267,0.0349730041468633,0.0059531019938745,0.143047278249579
"result.6","6",0.11,0.0585858739097382,0.0317791256167762,-0.00370121229914321,0.12087296011862,0.0581718101482187,0.0317498213414412,-0.00405783968100609,0.120401459977443,0.0570433042931185,0.0575085797233129,0.0316372248730253,-0.00450038102781665,0.119517540474442
"result.7","7",0.11,0.141983516748422,0.046049346137457,0.051726798319006,0.232240235177837,0.14552454539332,0.0458311241079269,0.0556955421417832,0.235353548644857,0.138402932504739,0.13956479835514,0.0460766074193179,0.0492546478132766,0.229874948897003
"result.8","8",0.11,0.121942221480689,0.0447520963281237,0.034228112677567,0.209656330283812,0.120010552161344,0.0444291170148676,0.0329294828122033,0.207091621510484,0.117593047001865,0.111601631352424,0.0427671214259737,0.0277780733575157,0.195425189347333
"result.9","9",0.11,0.101010686383014,0.0406493399496955,0.0213379800816106,0.180683392684417,0.099847909484402,0.0406817152863493,0.0201117475231574,0.179584071445647,0.100460272574486,0.0986060763733851,0.0397007844457594,0.0207925388596966,0.176419613887074
"result.10","10",0.11,0.129816787996985,0.0452471935104674,0.0411322887164687,0.218501287277501,0.132611277811183,0.0452114119828681,0.0439969103247616,0.221225645297605,0.126586324264703,0.126896835131613,0.0462480721898048,0.0362506136395958,0.217543056623631
"result.11","11",0.11,0.126238552862857,0.0440242977125391,0.0399509293462798,0.212526176379433,0.128062495901028,0.0436131588303329,0.0425807045935757,0.213544287208481,0.120618675426207,0.120462581249936,0.0437728952878412,0.034667706485767,0.206257456014105
"result.12","12",0.11,0.136343180782675,0.0452148661290499,0.047722043169737,0.224964318395613,0.135608055445676,0.0451797025761094,0.0470558383965011,0.22416027249485,0.135091642531475,0.136812813691666,0.0455959358237657,0.0474447794770849,0.226180847906246
"result.13","13",0.11,0.163287009898885,0.0506732861546379,0.0639673690357952,0.262606650761976,0.159295741077486,0.0511355125551576,0.0590701364693767,0.259521345685594,0.16277014472373,0.1628103105981,0.0510994831630244,0.0626553235985719,0.262965297597627
"result.14","14",0.11,0.176235003211289,0.0511845383650373,0.0759133080158159,0.276556698406762,0.175481078144426,0.0511434404370035,0.0752399348878993,0.275722221400953,0.173716342159691,0.170030839051788,0.0508710932914961,0.0703234962004557,0.26973818190312
"result.15","15",0.11,0.107804562827704,0.0418224558653177,0.0258325493316813,0.189776576323727,0.105003326535541,0.0419162122262238,0.0228475505721423,0.18715910249894,0.105582996305907,0.105745779226771,0.0421251308518229,0.0231805227571982,0.188311035696344
"result.16","16",0.11,0.166858154778759,0.0510917468473058,0.0667183309580396,0.266997978599478,0.17402168716721,0.0498290361119967,0.0763567763876968,0.271686597946724,0.159125596114705,0.139842323603732,0.048664853955189,0.0444592098515614,0.235225437355902
"result.17","17",0.11,0.0706369166436723,0.0317619617652968,0.00838347158369056,0.132890361703654,0.0653113286128666,0.0318457354333841,0.0028936871634338,0.127728970062299,0.0684643800230365,0.0679646894673832,0.0316331763990836,0.00596366372517928,0.129965715209587
"result.18","18",0.11,0.0988623406715486,0.0386291527557326,0.0231492012703127,0.174575480072785,0.0973083603109665,0.038379555694274,0.0220844311501895,0.172532289471744,0.0951142108404928,0.094942659671964,0.0383712453758135,0.0197350187353697,0.170150300608558
"result.19","19",0.11,0.161572064697195,0.0508576680457843,0.0618910353274578,0.261253094066932,0.159037611418079,0.0505693174489085,0.0599217492182183,0.25815347361794,0.155564698544922,0.154640549488535,0.0503896931515289,0.0558767509115387,0.253404348065532
