"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper","ss"
"result.1","1",0.686,0.71780384921872,0.166542405379181,0.391380734675525,1.04422696376191,0.687048170763313,0.163880510136703,0.365842370895375,1.00825397063125,0.727530186482844
"result.2","2",0.686,0.932076971942077,0.192185367446655,0.555393651746634,1.30876029213752,1.03138584884633,0.195526874612718,0.648153174605404,1.41461852308726,1.01198212012424
"result.3","3",0.686,0.991671214912183,0.19158780872433,0.616159109812497,1.36718332001187,1.13219313200071,0.199866528723495,0.740454735702658,1.52393152829876,1.13691003111134
"result.4","4",0.686,0.76925380001165,0.169115764334165,0.437786901916687,1.10072069810661,0.745755793527746,0.164062847435533,0.424192612554102,1.06731897450139,0.74776920211858
"result.5","5",0.686,1.13266619358511,0.184909756085175,0.770243071658168,1.49508931551205,1.23430911891617,0.191112154821796,0.859729295465452,1.60888894236689,1.18259817941821
"result.6","6",0.686,0.579616683558918,0.135989052634427,0.313078140395441,0.846155226722395,0.556743907694086,0.133400576368057,0.295278778012694,0.818209037375478,0.558213647587056
"result.7","7",0.686,0.704238948535604,0.132150365569642,0.445224232019107,0.963253665052102,0.756752601804027,0.136226680191711,0.489748308628273,1.02375689497978,0.779132656469895
"result.8","8",0.686,0.647892800358626,0.167639675211989,0.319319036943128,0.976466563774124,0.926779510517989,0.206935525856,0.521185879840229,1.33237314119575,0.998057404272748
"result.9","9",0.686,0.769181652972236,0.173502753285896,0.42911625653188,1.10924704941259,0.815940455209906,0.183377484877093,0.456520584850803,1.17536032556901,0.815294390123898
"result.10","10",0.686,0.624030441013152,0.129932397637678,0.369362941643303,0.878697940383001,0.660919891434733,0.135461702377123,0.395414954775572,0.926424828093893,0.635451639515291
"result.11","11",0.686,0.685825924658242,0.165159949469647,0.362112423697734,1.00953942561875,0.717741075378668,0.165040312469757,0.394262062937946,1.04122008781939,0.708980740821224
"result.12","12",0.686,0.693546998201735,0.16013970071972,0.379673184791083,1.00742081161239,0.657617674561722,0.152781335846141,0.358166256303285,0.957069092820159,0.668699218060634
"result.13","13",0.686,0.804395939169501,0.179509890744281,0.452556553310711,1.15623532502829,0.783818805178812,0.173880826266753,0.443012385695977,1.12462522466165,0.781565499866339
