"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper","ss"
"result.1","1",0.686,0.912480394953938,0.212246002618069,0.496478229822522,1.32848256008535,0.917790343783849,0.145277780521662,0.633045893961392,1.20253479360631,0.914579250412063
"result.2","2",0.686,0.692376143148056,0.0826361282095098,0.530409331857416,0.854342954438695,0.686687491104702,0.0822258164126896,0.525524890935831,0.847850091273574,0.705387172678568
"result.3","3",0.686,0.578292142129883,0.0702218216693793,0.440657371657899,0.715926912601866,0.577485322910878,0.0698507754466205,0.440577803035501,0.714392842786254,0.580751105972162
"result.4","4",0.686,0.788953105365995,0.0799338017270911,0.632282853980896,0.945623356751093,0.788127967104056,0.0793483022249235,0.632605294743206,0.943650639464906,0.788702037832118
"result.5","5",0.686,0.721774596430658,0.0879721991869799,0.549349086024177,0.894200106837139,0.699507304450007,0.0853237548954266,0.532272744854971,0.866741864045043,0.731268350800999
"result.6","6",0.686,1.29304741814419,0.433369409640573,0.443643375248669,2.14245146103972,1.02173103739864,0.323542047069217,0.387588625142974,1.6558734496543,1.07389409557805
"result.7","7",0.686,0.610689809406233,0.0788009787810375,0.4562398909954,0.765139727817067,0.617061639248336,0.0809556779742625,0.458388510418781,0.77573476807789,0.704156415731303
"result.8","8",0.686,0.694446735002328,0.0729181323419006,0.551527195612203,0.837366274392453,0.695278414169214,0.072814080311606,0.552562816758467,0.837994011579962,0.695188804865523
"result.9","9",0.686,0.491416723084227,0.0840618118293365,0.326655571898728,0.656177874269727,0.510731398557004,0.0879890009644093,0.338272956666762,0.683189840447246,0.598043155309639
"result.10","10",0.686,0.710298614669212,0.0795556509404362,0.554369538825957,0.866227690512467,0.704789562970905,0.080068217125215,0.547855857405484,0.861723268536327,0.754286521855406
"result.11","11",0.686,1.33858321373251,0.597314025231056,0.167847724279639,2.50931870318538,0.803446283762028,0.485861487819529,-0.148842232364249,1.75573479988831,1.18458110606603
"result.12","12",0.686,0.636550300997342,0.0827701752343422,0.474320757538031,0.798779844456652,0.641680185536281,0.0775793841112175,0.489624592678295,0.793735778394267,0.653980464507526
"result.13","13",0.686,0.700904153713847,0.0836814156028211,0.536888579132317,0.864919728295376,0.705017804785654,0.0840052584301282,0.540367498262603,0.869668111308705,0.754203113941194
"result.14","14",0.686,0.585500337941174,0.0705052231410199,0.447310100584775,0.723690575297573,0.584711734301306,0.0691498892855612,0.449177951301606,0.720245517301006,0.585567304516322
"result.15","15",0.686,0.908960348144923,0.11279054701527,0.687890875994994,1.13002982029485,0.909687242818092,0.0938403675952246,0.725760122331452,1.09361436330473,0.909560328599466
"result.16","16",0.686,0.704346536013522,0.0786899137006853,0.550114305160179,0.858578766866865,0.705184305212957,0.077545106648036,0.553195896182806,0.857172714243108,0.705161548870687
"result.17","17",0.686,0.687056676109848,0.0792909160757431,0.531646480601391,0.842466871618304,0.665797883841864,0.0788011907529229,0.511347549966135,0.820248217717592,0.711672046583995
"result.18","18",0.686,0.787010158592205,0.0838250427362424,0.62271307482917,0.951307242355241,0.78786472194863,0.0835442575665524,0.624117977118188,0.951611466779073,0.787783682230416
"result.19","19",0.686,0.741456717975172,0.0922791360342168,0.560589611348107,0.922323824602236,0.740608896606997,0.091159931731214,0.561935430413817,0.919282362800176,0.743577292820716
"result.20","20",0.686,0.766302614147806,0.0870881664778477,0.595609807851224,0.936995420444387,0.772695353382269,0.086570106543449,0.603017944557109,0.942372762207429,0.787228111595837
"result.21","21",0.686,0.799443651535936,0.115849373551186,0.572378879375612,1.02650842369626,0.800230194069034,0.0911913530958296,0.621495142001208,0.978965246136859,0.800169388243789
"result.22","22",0.686,0.585157018231272,0.0714656561165956,0.445084332242745,0.725229704219799,0.586114211463042,0.0685438363328303,0.451768292250694,0.720460130675389,0.586114211463047
"result.23","23",0.686,0.776514112826524,0.0842876951738558,0.611310230285767,0.941717995367282,0.773089798912864,0.0831007393606456,0.610212349765999,0.935967248059729,0.783612657363826
