"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper"
"result.1","1",0.686,0.644349483999963,0.166643598799843,0.317728030352272,0.970970937647655,0.572093255555632,0.185680489706466,0.208159495730957,0.936027015380306
"result.2","2",0.686,0.456503339996053,0.128323044736401,0.204990172312706,0.708016507679399,0.391227944489967,0.16172729449989,0.0742424472701836,0.708213441709751
"result.3","3",0.686,0.739151846094819,0.161636347438552,0.422344605115257,1.05595908707438,0.693118830993739,0.18443287315425,0.33163039961141,1.05460726237607
"result.4","4",0.686,0.44629892929346,0.148652935910585,0.154939174908714,0.737658683678207,0.417026319900278,0.175610243673613,0.0728302422999961,0.76122239750056
"result.5","5",0.686,0.358259568899396,0.126141037695885,0.111023135015462,0.60549600278333,0.296452823006202,0.172559079036131,-0.041762971904615,0.634668617917018
"result.6","6",0.686,0.437720367898934,0.136433341547625,0.170311018465589,0.705129717332279,0.374777451711099,0.157305940759587,0.0664578078223081,0.68309709559989
"result.7","7",0.686,0.57044598631018,0.140271393579483,0.295514054894392,0.845377917725967,0.549708311291698,0.156881698334612,0.242220182555859,0.857196440027538
"result.8","8",0.686,0.298204517811241,0.103581647067015,0.0951844895598918,0.501224546062591,0.237191065964419,0.125222159408764,-0.00824436647675886,0.482626498405598
"result.9","9",0.686,0.78572732775865,0.159557255571081,0.472995106839331,1.09845954867797,0.75528711068629,0.180206200373206,0.402082957954807,1.10849126341777
"result.10","10",0.686,0.577304266353553,0.170217480663877,0.243678004252355,0.910930528454752,0.517977758390332,0.163690163551338,0.19714503782971,0.838810478950955
"result.11","11",0.686,0.64988395378238,0.174170169230375,0.308510422090846,0.991257485473914,0.573122971816649,0.191467843666444,0.197845998230419,0.948399945402879
"result.12","12",0.686,0.607748358881062,0.145134212361683,0.323285302652164,0.89221141510996,0.614155033526391,0.154825330711337,0.310697385332171,0.917612681720611
"result.13","13",0.686,0.558343575330279,0.21609261225605,0.134802055308422,0.981885095352136,0.385537915592449,0.216324610876482,-0.0384583217254552,0.809534152910352
"result.14","14",0.686,0.489812758998381,0.128359296593694,0.238228537674742,0.741396980322021,0.448630925827759,0.155612089274941,0.143631230848876,0.753630620806643
"result.15","15",0.686,0.795867506452799,0.165920601538691,0.470663127436964,1.12107188546863,0.756727094207542,0.182771761726969,0.398494441222682,1.1149597471924
"result.16","16",0.686,0.55477899882208,0.137574817850904,0.285132355834309,0.824425641809851,0.544707777619881,0.152450440241001,0.245904914747518,0.843510640492244
"result.17","17",0.686,0.688986990667437,0.158488843454748,0.378348857496131,0.999625123838742,0.650861837944313,0.173672667906423,0.310463408847723,0.991260267040903
"result.18","18",0.686,0.568522879387067,0.150202712873449,0.274125562155108,0.862920196619027,0.50246547948095,0.195815344839649,0.118667403595237,0.886263555366662
