"","i","truth","cvtmle","cvtmle_se","cvtmle_lower","cvtmle_upper","cvaiptw","cvaiptw_se","cvaiptw_lower","cvaiptw_upper","ss","sshal","sshal_se","sshal_lower","sshal_upper"
"result.1","1",0.686,0.653636880131058,0.224093799030165,0.214413034031935,1.09286072623018,0.724641913556281,0.201707445037201,0.329295321283367,1.1199885058292,0.548689787439346,0,0,0,0
"result.2","2",0.686,0.638500313878802,0.241946423953414,0.16428532293011,1.11271530482749,1.37149508405337,0.337195831079111,0.71059125513831,2.03239891296842,0.973406283728562,0,0,0,0
"result.3","3",0.686,1.01307612401821,0.271882035735565,0.480187333976501,1.54596491405991,0.970567084349497,0.232528277793981,0.514811659873294,1.4263225088257,0.768896443101237,0,0,0,0
"result.4","4",0.686,0.626473909980665,0.198815114194882,0.236796286158697,1.01615153380263,0.617909497031071,0.17351053708331,0.277828844347783,0.957990149714359,0.466022265414813,0,0,0,0
"result.5","5",0.686,1.02890386590649,0.301370227014533,0.438218220958003,1.61958951085497,0.96315047772043,0.24296482061748,0.486939429310168,1.43936152613069,0.642338765440717,0,0,0,0
"result.6","6",0.686,0.649062319151058,0.238774127575192,0.181065029103681,1.11705960919843,0.705195107753743,0.218229286378326,0.277465706452224,1.13292450905526,0.524337105845217,0,0,0,0
"result.7","7",0.686,1.0229535338565,0.305575841604785,0.424024884311122,1.62188218340188,1.45454173253496,0.313655210559927,0.839777519837505,2.06930594523242,1.193470008144,0,0,0,0
"result.8","8",0.686,0.503345128110174,0.196700899628727,0.11781136483787,0.888878891382478,0.61884132481683,0.181174876809599,0.263738566270016,0.973944083363645,0.424974306741868,0,0,0,0
"result.9","9",0.686,0.59138573032279,0.217014093243576,0.166038107565382,1.0167333530802,0.6353461316513,0.19860086949301,0.246088427445001,1.0246038358576,0.476786465599441,0,0,0,0
"result.10","10",0.686,0.564767728469076,0.238627882075141,0.0970570796017995,1.03247837733635,0.597202880578282,0.202352651377942,0.200591683877515,0.993814077279048,0.406191294555953,0,0,0,0
"result.11","11",0.686,0.771001612131098,0.247164182484971,0.286559814460555,1.25544340980164,0.819082493037302,0.219966633213877,0.387947891938103,1.2502170941365,0.62044239464801,0,0,0,0
"result.12","12",0.686,0.55559340297489,0.236589076642281,0.0918788127560204,1.01930799319376,0.628819198972364,0.219757584923311,0.198094332522675,1.05954406542205,0.472636431267251,0,0,0,0
"result.13","13",0.686,0.401855783506906,0.136381505319571,0.134548033080546,0.669163533933265,0.597388250370311,0.160854018237256,0.282114374625289,0.912662126115332,0.517823297503941,0,0,0,0
"result.14","14",0.686,1.1498023997077,0.270374085353115,0.619869192415593,1.6797356069998,1.26198773925949,0.259902336653944,0.752579159417757,1.77139631910122,1.09183534842053,0,0,0,0
"result.15","15",0.686,0.665394500309149,0.194351542932485,0.284465476161479,1.04632352445682,0.699599274100935,0.17311087255135,0.36030196390029,1.03889658430158,0.513667918771151,0,0,0,0
"result.16","16",0.686,0.482280442159562,0.169918976018393,0.149239249163512,0.815321635155611,0.464065878405085,0.129515543068499,0.210215413990826,0.717916342819343,0.267055260123489,0,0,0,0
"result.17","17",0.686,0.484141149233715,0.214534503629163,0.0636535221205557,0.904628776346874,0.540930440381384,0.179856593152074,0.188411517803319,0.893449362959448,0.347596090253069,0,0,0,0
"result.18","18",0.686,0.369395381211028,0.170345203761347,0.0355187818387891,0.703271980583268,0.861839295593989,0.220090808309267,0.430461311307826,1.29321727988015,0.629791908843431,0,0,0,0
"result.19","19",0.686,0.752526238601579,0.21453478506913,0.332038059866084,1.17301441733707,0.870671671385785,0.21137588914151,0.456374928668426,1.28496841410314,0.669142856702427,0,0,0,0
"result.20","20",0.686,0.434674245069634,0.158993561842289,0.123046863858749,0.74630162628052,0.39972742095392,0.118187561181097,0.168079801038971,0.631375040868869,0.239050050897866,0,0,0,0
"result.21","21",0.686,1.07606479634402,0.284758330009889,0.517938469524642,1.63419112316341,1.13703338872815,0.247829791506815,0.651286997374789,1.6227797800815,0.841629436243419,0,0,0,0
"result.22","22",0.686,0.976723900610576,0.272649506778978,0.442330867323779,1.51111693389737,1.00537616525592,0.241869053616726,0.531312820167136,1.4794395103447,0.73129130916666,0,0,0,0
"result.23","23",0.686,0.541481305560222,0.198982820122842,0.151474978119452,0.931487633000992,0.568136034537634,0.167493502406196,0.239848769821491,0.896423299253777,0.369854723093231,0,0,0,0
"result.24","24",0.686,0.627570688069176,0.204487367114402,0.226775448524947,1.02836592761341,0.556340945804308,0.156668458421995,0.249270767297197,0.863411124311418,0.38130417770354,0,0,0,0
"result.25","25",0.686,0.861582497011134,0.260000966230184,0.351980603199975,1.37118439082229,0.948346765515496,0.235482815099041,0.486800447921375,1.40989308310962,0.736560056311487,0,0,0,0
"result.26","26",0.686,0.475253705914089,0.199275019095752,0.0846746684864146,0.865832743341764,0.579695354013569,0.18283755586756,0.221333744513152,0.938056963513986,0.433702927873309,0,0,0,0
"result.27","27",0.686,0.561415295977638,0.211864771304939,0.146160344219958,0.976670247735317,0.873470455323702,0.209083546889789,0.463666703419715,1.28327420722769,0.5974649155091,0,0,0,0
